dateday,year,month,time,holiday,weekday,workingday,weather_condition_hourly,apparent_temperature_hourly,total_rentals_hourly,weather_condition_daily,apparent_temperature_daily,total_rentals_daily,peak_category,time_category,weekday_time_category,temperature_category
2011-04-26,2011,April,15:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,26.711499999999997,153,Clear/Partly Cloudy,24.357403,4400,Off-Peak,Afternoon,Tuesday Afternoon,Hot
2011-04-26,2011,April,16:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,26.711499999999997,291,Clear/Partly Cloudy,24.357403,4400,Off-Peak,Afternoon,Tuesday Afternoon,Hot
2011-04-26,2011,April,17:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,26.092399999999998,521,Clear/Partly Cloudy,24.357403,4400,Peak,Evening,Tuesday Evening,Hot
2011-04-26,2011,April,18:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,26.092399999999998,528,Clear/Partly Cloudy,24.357403,4400,Peak,Evening,Tuesday Evening,Hot
2011-04-26,2011,April,19:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,24.850099999999998,328,Clear/Partly Cloudy,24.357403,4400,Peak,Evening,Tuesday Evening,Moderate
2011-04-26,2011,April,20:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,24.850099999999998,234,Clear/Partly Cloudy,24.357403,4400,Off-Peak,Evening,Tuesday Evening,Moderate
2011-04-26,2011,April,21:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,24.2269,195,Clear/Partly Cloudy,24.357403,4400,Off-Peak,Night,Tuesday Night,Moderate
2011-04-26,2011,April,22:00,No Holiday,Tuesday,Working Day,Misty/Cloudy,22.9846,148,Clear/Partly Cloudy,24.357403,4400,Off-Peak,Night,Tuesday Night,Moderate
2011-04-26,2011,April,23:00,No Holiday,Tuesday,Working Day,Misty/Cloudy,22.9846,78,Clear/Partly Cloudy,24.357403,4400,Off-Peak,Night,Tuesday Night,Moderate
2011-04-27,2011,April,00:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,22.9846,27,Misty/Cloudy,23.580822,3872,Off-Peak,Night,Wednesday Night,Moderate
2011-04-27,2011,April,01:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,22.9846,17,Misty/Cloudy,23.580822,3872,Off-Peak,Night,Wednesday Night,Moderate
2011-04-27,2011,April,02:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,22.3655,5,Misty/Cloudy,23.580822,3872,Off-Peak,Night,Wednesday Night,Moderate
2011-04-27,2011,April,03:00,No Holiday,Wednesday,Working Day,Misty/Cloudy,22.3655,7,Misty/Cloudy,23.580822,3872,Off-Peak,Night,Wednesday Night,Moderate
2011-04-27,2011,April,04:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,21.7423,6,Misty/Cloudy,23.580822,3872,Off-Peak,Night,Wednesday Night,Moderate
2011-04-27,2011,April,05:00,No Holiday,Wednesday,Working Day,Misty/Cloudy,21.7423,17,Misty/Cloudy,23.580822,3872,Off-Peak,Morning,Wednesday Morning,Moderate
2011-04-27,2011,April,06:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,21.7423,84,Misty/Cloudy,23.580822,3872,Off-Peak,Morning,Wednesday Morning,Moderate
2011-04-27,2011,April,07:00,No Holiday,Wednesday,Working Day,Misty/Cloudy,22.3655,246,Misty/Cloudy,23.580822,3872,Peak,Morning,Wednesday Morning,Moderate
2011-04-27,2011,April,08:00,No Holiday,Wednesday,Working Day,Misty/Cloudy,22.3655,444,Misty/Cloudy,23.580822,3872,Peak,Morning,Wednesday Morning,Moderate
2011-04-27,2011,April,09:00,No Holiday,Wednesday,Working Day,Misty/Cloudy,22.3655,181,Misty/Cloudy,23.580822,3872,Peak,Morning,Wednesday Morning,Moderate
2011-04-27,2011,April,10:00,No Holiday,Wednesday,Working Day,Misty/Cloudy,23.607799999999997,92,Misty/Cloudy,23.580822,3872,Off-Peak,Morning,Wednesday Morning,Moderate
2011-04-27,2011,April,11:00,No Holiday,Wednesday,Working Day,Misty/Cloudy,24.2269,156,Misty/Cloudy,23.580822,3872,Off-Peak,Morning,Wednesday Morning,Moderate
2011-04-27,2011,April,12:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,24.850099999999998,173,Misty/Cloudy,23.580822,3872,Off-Peak,Afternoon,Wednesday Afternoon,Moderate
2011-04-27,2011,April,13:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,24.2269,150,Misty/Cloudy,23.580822,3872,Off-Peak,Afternoon,Wednesday Afternoon,Moderate
2011-04-27,2011,April,14:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,26.092399999999998,148,Misty/Cloudy,23.580822,3872,Off-Peak,Afternoon,Wednesday Afternoon,Hot
2011-04-27,2011,April,15:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,26.711499999999997,138,Misty/Cloudy,23.580822,3872,Off-Peak,Afternoon,Wednesday Afternoon,Hot
2011-04-27,2011,April,16:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,26.711499999999997,218,Misty/Cloudy,23.580822,3872,Off-Peak,Afternoon,Wednesday Afternoon,Hot
2011-04-27,2011,April,17:00,No Holiday,Wednesday,Working Day,Light Rain/Snow,24.850099999999998,521,Misty/Cloudy,23.580822,3872,Peak,Evening,Wednesday Evening,Moderate
2011-04-27,2011,April,18:00,No Holiday,Wednesday,Working Day,Light Rain/Snow,24.850099999999998,412,Misty/Cloudy,23.580822,3872,Peak,Evening,Wednesday Evening,Moderate
2011-04-27,2011,April,19:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,24.2269,260,Misty/Cloudy,23.580822,3872,Peak,Evening,Wednesday Evening,Moderate
2011-04-27,2011,April,20:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,23.607799999999997,218,Misty/Cloudy,23.580822,3872,Off-Peak,Evening,Wednesday Evening,Moderate
2011-04-27,2011,April,21:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,22.9846,145,Misty/Cloudy,23.580822,3872,Off-Peak,Night,Wednesday Night,Moderate
2011-04-27,2011,April,22:00,No Holiday,Wednesday,Working Day,Misty/Cloudy,22.9846,129,Misty/Cloudy,23.580822,3872,Off-Peak,Night,Wednesday Night,Moderate
2011-04-27,2011,April,23:00,No Holiday,Wednesday,Working Day,Misty/Cloudy,22.9846,78,Misty/Cloudy,23.580822,3872,Off-Peak,Night,Wednesday Night,Moderate
2011-04-28,2011,April,00:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,24.2269,54,Misty/Cloudy,23.736089,4058,Off-Peak,Night,Thursday Night,Moderate
2011-04-28,2011,April,01:00,No Holiday,Thursday,Working Day,Misty/Cloudy,23.607799999999997,20,Misty/Cloudy,23.736089,4058,Off-Peak,Night,Thursday Night,Moderate
2011-04-28,2011,April,02:00,No Holiday,Thursday,Working Day,Misty/Cloudy,23.607799999999997,21,Misty/Cloudy,23.736089,4058,Off-Peak,Night,Thursday Night,Moderate
2011-04-28,2011,April,03:00,No Holiday,Thursday,Working Day,Misty/Cloudy,24.2269,3,Misty/Cloudy,23.736089,4058,Off-Peak,Night,Thursday Night,Moderate
2011-04-28,2011,April,04:00,No Holiday,Thursday,Working Day,Misty/Cloudy,23.607799999999997,9,Misty/Cloudy,23.736089,4058,Off-Peak,Night,Thursday Night,Moderate
2011-04-28,2011,April,05:00,No Holiday,Thursday,Working Day,Misty/Cloudy,23.607799999999997,13,Misty/Cloudy,23.736089,4058,Off-Peak,Morning,Thursday Morning,Moderate
2011-04-28,2011,April,06:00,No Holiday,Thursday,Working Day,Misty/Cloudy,24.2269,86,Misty/Cloudy,23.736089,4058,Off-Peak,Morning,Thursday Morning,Moderate
2011-04-28,2011,April,07:00,No Holiday,Thursday,Working Day,Misty/Cloudy,24.2269,215,Misty/Cloudy,23.736089,4058,Peak,Morning,Thursday Morning,Moderate
2011-04-28,2011,April,08:00,No Holiday,Thursday,Working Day,Misty/Cloudy,24.850099999999998,398,Misty/Cloudy,23.736089,4058,Peak,Morning,Thursday Morning,Moderate
2011-04-28,2011,April,09:00,No Holiday,Thursday,Working Day,Light Rain/Snow,22.9846,183,Misty/Cloudy,23.736089,4058,Peak,Morning,Thursday Morning,Moderate
2011-04-28,2011,April,10:00,No Holiday,Thursday,Working Day,Misty/Cloudy,22.9846,54,Misty/Cloudy,23.736089,4058,Off-Peak,Morning,Thursday Morning,Moderate
2011-04-28,2011,April,11:00,No Holiday,Thursday,Working Day,Misty/Cloudy,23.607799999999997,84,Misty/Cloudy,23.736089,4058,Off-Peak,Morning,Thursday Morning,Moderate
2011-04-28,2011,April,12:00,No Holiday,Thursday,Working Day,Misty/Cloudy,24.2269,107,Misty/Cloudy,23.736089,4058,Off-Peak,Afternoon,Thursday Afternoon,Moderate
2011-04-28,2011,April,13:00,No Holiday,Thursday,Working Day,Misty/Cloudy,23.607799999999997,121,Misty/Cloudy,23.736089,4058,Off-Peak,Afternoon,Thursday Afternoon,Moderate
2011-04-28,2011,April,14:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,23.607799999999997,142,Misty/Cloudy,23.736089,4058,Off-Peak,Afternoon,Thursday Afternoon,Moderate
2011-04-28,2011,April,15:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,25.4692,163,Misty/Cloudy,23.736089,4058,Off-Peak,Afternoon,Thursday Afternoon,Hot
2011-04-28,2011,April,16:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,24.2269,270,Misty/Cloudy,23.736089,4058,Off-Peak,Afternoon,Thursday Afternoon,Moderate
2011-04-28,2011,April,17:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,25.4692,455,Misty/Cloudy,23.736089,4058,Peak,Evening,Thursday Evening,Hot
2011-04-28,2011,April,18:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,25.4692,530,Misty/Cloudy,23.736089,4058,Peak,Evening,Thursday Evening,Hot
2011-04-28,2011,April,19:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,25.4692,404,Misty/Cloudy,23.736089,4058,Peak,Evening,Thursday Evening,Hot
2011-04-28,2011,April,20:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,22.3655,269,Misty/Cloudy,23.736089,4058,Off-Peak,Evening,Thursday Evening,Moderate
2011-04-28,2011,April,21:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,21.7423,194,Misty/Cloudy,23.736089,4058,Off-Peak,Night,Thursday Night,Moderate
2011-04-28,2011,April,22:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,21.1232,153,Misty/Cloudy,23.736089,4058,Off-Peak,Night,Thursday Night,Moderate
2011-04-28,2011,April,23:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,21.1232,110,Misty/Cloudy,23.736089,4058,Off-Peak,Night,Thursday Night,Moderate
2011-04-29,2011,April,00:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,20.5,48,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Night,Friday Night,Moderate
2011-04-29,2011,April,01:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,19.8768,31,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Night,Friday Night,Moderate
2011-04-29,2011,April,02:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,18.6345,10,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Night,Friday Night,Moderate
2011-04-29,2011,April,03:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,18.6345,5,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Night,Friday Night,Moderate
2011-04-29,2011,April,04:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,18.6345,6,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Night,Friday Night,Moderate
2011-04-29,2011,April,05:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,18.6345,25,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Morning,Friday Morning,Moderate
2011-04-29,2011,April,06:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,19.8768,71,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Morning,Friday Morning,Moderate
2011-04-29,2011,April,07:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,20.5,240,Clear/Partly Cloudy,20.395983,4595,Peak,Morning,Friday Morning,Moderate
2011-04-29,2011,April,08:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,21.1232,421,Clear/Partly Cloudy,20.395983,4595,Peak,Morning,Friday Morning,Moderate
2011-04-29,2011,April,09:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,21.1232,230,Clear/Partly Cloudy,20.395983,4595,Peak,Morning,Friday Morning,Moderate
2011-04-29,2011,April,10:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,21.7423,156,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Morning,Friday Morning,Moderate
2011-04-29,2011,April,11:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,25.4692,157,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Morning,Friday Morning,Hot
2011-04-29,2011,April,12:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,21.7423,223,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Afternoon,Friday Afternoon,Moderate
2011-04-29,2011,April,13:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,21.7423,308,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Afternoon,Friday Afternoon,Moderate
2011-04-29,2011,April,14:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,25.4692,248,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Afternoon,Friday Afternoon,Hot
2011-04-29,2011,April,15:00,No Holiday,Friday,Working Day,Misty/Cloudy,21.7423,252,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Afternoon,Friday Afternoon,Moderate
2011-04-29,2011,April,16:00,No Holiday,Friday,Working Day,Misty/Cloudy,21.1232,299,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Afternoon,Friday Afternoon,Moderate
2011-04-29,2011,April,17:00,No Holiday,Friday,Working Day,Misty/Cloudy,20.5,508,Clear/Partly Cloudy,20.395983,4595,Peak,Evening,Friday Evening,Moderate
2011-04-29,2011,April,18:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,20.5,439,Clear/Partly Cloudy,20.395983,4595,Peak,Evening,Friday Evening,Moderate
2011-04-29,2011,April,19:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,18.6345,270,Clear/Partly Cloudy,20.395983,4595,Peak,Evening,Friday Evening,Moderate
2011-04-29,2011,April,20:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,19.2577,194,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Evening,Friday Evening,Moderate
2011-04-29,2011,April,21:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,18.6345,195,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Night,Friday Night,Moderate
2011-04-29,2011,April,22:00,No Holiday,Friday,Working Day,Clear/Partly Cloudy,17.392200000000003,146,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Night,Friday Night,Moderate
2011-04-29,2011,April,23:00,No Holiday,Friday,Working Day,Misty/Cloudy,18.0154,113,Clear/Partly Cloudy,20.395983,4595,Off-Peak,Night,Friday Night,Moderate
2011-04-30,2011,April,00:00,No Holiday,Saturday,Non-Working Day,Misty/Cloudy,18.0154,106,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Night,Saturday Night,Moderate
2011-04-30,2011,April,01:00,No Holiday,Saturday,Non-Working Day,Misty/Cloudy,18.0154,74,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Night,Saturday Night,Moderate
2011-04-30,2011,April,02:00,No Holiday,Saturday,Non-Working Day,Misty/Cloudy,18.0154,65,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Night,Saturday Night,Moderate
2011-04-30,2011,April,03:00,No Holiday,Saturday,Non-Working Day,Misty/Cloudy,17.392200000000003,17,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Night,Saturday Night,Moderate
2011-04-30,2011,April,04:00,No Holiday,Saturday,Non-Working Day,Misty/Cloudy,17.392200000000003,7,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Night,Saturday Night,Moderate
2011-04-30,2011,April,05:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,17.392200000000003,7,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Morning,Saturday Morning,Moderate
2011-04-30,2011,April,06:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,16.7731,21,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Morning,Saturday Morning,Moderate
2011-04-30,2011,April,07:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,16.7731,48,Clear/Partly Cloudy,19.024861,5312,Peak,Morning,Saturday Morning,Moderate
2011-04-30,2011,April,08:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,16.7731,91,Clear/Partly Cloudy,19.024861,5312,Peak,Morning,Saturday Morning,Moderate
2011-04-30,2011,April,09:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,18.0154,156,Clear/Partly Cloudy,19.024861,5312,Peak,Morning,Saturday Morning,Moderate
2011-04-30,2011,April,10:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,19.2577,279,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Morning,Saturday Morning,Moderate
2011-04-30,2011,April,11:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,19.8768,321,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Morning,Saturday Morning,Moderate
2011-04-30,2011,April,12:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,20.5,416,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Afternoon,Saturday Afternoon,Moderate
2011-04-30,2011,April,13:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,21.1232,455,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Afternoon,Saturday Afternoon,Moderate
2011-04-30,2011,April,14:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,21.1232,452,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Afternoon,Saturday Afternoon,Moderate
2011-04-30,2011,April,15:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,21.7423,499,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Afternoon,Saturday Afternoon,Moderate
2011-04-30,2011,April,16:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,22.3655,464,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Afternoon,Saturday Afternoon,Moderate
2011-04-30,2011,April,17:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,21.7423,407,Clear/Partly Cloudy,19.024861,5312,Peak,Evening,Saturday Evening,Moderate
2011-04-30,2011,April,18:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,21.1232,371,Clear/Partly Cloudy,19.024861,5312,Peak,Evening,Saturday Evening,Moderate
2011-04-30,2011,April,19:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,21.1232,387,Clear/Partly Cloudy,19.024861,5312,Peak,Evening,Saturday Evening,Moderate
2011-04-30,2011,April,20:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,18.0154,224,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Evening,Saturday Evening,Moderate
2011-04-30,2011,April,21:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,18.0154,177,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Night,Saturday Night,Moderate
2011-04-30,2011,April,22:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,18.0154,143,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Night,Saturday Night,Moderate
2011-04-30,2011,April,23:00,No Holiday,Saturday,Non-Working Day,Clear/Partly Cloudy,18.0154,125,Clear/Partly Cloudy,19.024861,5312,Off-Peak,Night,Saturday Night,Moderate
2011-05-01,2011,May,00:00,No Holiday,Sunday,Non-Working Day,Clear/Partly Cloudy,17.392200000000003,96,Misty/Cloudy,18.376364,3351,Off-Peak,Night,Sunday Night,Moderate
2011-05-01,2011,May,01:00,No Holiday,Sunday,Non-Working Day,Clear/Partly Cloudy,17.392200000000003,59,Misty/Cloudy,18.376364,3351,Off-Peak,Night,Sunday Night,Moderate
2011-05-01,2011,May,02:00,No Holiday,Sunday,Non-Working Day,Clear/Partly Cloudy,17.392200000000003,50,Misty/Cloudy,18.376364,3351,Off-Peak,Night,Sunday Night,Moderate
2011-05-01,2011,May,03:00,No Holiday,Sunday,Non-Working Day,Clear/Partly Cloudy,16.7731,23,Misty/Cloudy,18.376364,3351,Off-Peak,Night,Sunday Night,Moderate
2011-05-01,2011,May,04:00,No Holiday,Sunday,Non-Working Day,Clear/Partly Cloudy,16.7731,17,Misty/Cloudy,18.376364,3351,Off-Peak,Night,Sunday Night,Moderate
2011-05-01,2011,May,05:00,No Holiday,Sunday,Non-Working Day,Clear/Partly Cloudy,16.7731,10,Misty/Cloudy,18.376364,3351,Off-Peak,Morning,Sunday Morning,Moderate
2011-05-01,2011,May,06:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,16.7731,13,Misty/Cloudy,18.376364,3351,Off-Peak,Morning,Sunday Morning,Moderate
2011-05-01,2011,May,07:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,17.392200000000003,33,Misty/Cloudy,18.376364,3351,Peak,Morning,Sunday Morning,Moderate
2011-05-01,2011,May,08:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,18.0154,59,Misty/Cloudy,18.376364,3351,Peak,Morning,Sunday Morning,Moderate
2011-05-01,2011,May,09:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,18.6345,141,Misty/Cloudy,18.376364,3351,Peak,Morning,Sunday Morning,Moderate
2011-05-01,2011,May,10:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,19.2577,264,Misty/Cloudy,18.376364,3351,Off-Peak,Morning,Sunday Morning,Moderate
2011-05-01,2011,May,11:00,No Holiday,Sunday,Non-Working Day,Clear/Partly Cloudy,18.6345,250,Misty/Cloudy,18.376364,3351,Off-Peak,Morning,Sunday Morning,Moderate
2011-05-01,2011,May,12:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,19.2577,281,Misty/Cloudy,18.376364,3351,Off-Peak,Afternoon,Sunday Afternoon,Moderate
2011-05-01,2011,May,13:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,19.8768,332,Misty/Cloudy,18.376364,3351,Off-Peak,Afternoon,Sunday Afternoon,Moderate
2011-05-01,2011,May,14:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,19.8768,238,Misty/Cloudy,18.376364,3351,Off-Peak,Afternoon,Sunday Afternoon,Moderate
2011-05-01,2011,May,15:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,19.8768,266,Misty/Cloudy,18.376364,3351,Off-Peak,Afternoon,Sunday Afternoon,Moderate
2011-05-01,2011,May,16:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,19.8768,214,Misty/Cloudy,18.376364,3351,Off-Peak,Afternoon,Sunday Afternoon,Moderate
2011-05-01,2011,May,17:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,19.2577,196,Misty/Cloudy,18.376364,3351,Peak,Evening,Sunday Evening,Moderate
2011-05-01,2011,May,18:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,18.6345,159,Misty/Cloudy,18.376364,3351,Peak,Evening,Sunday Evening,Moderate
2011-05-01,2011,May,19:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,18.6345,178,Misty/Cloudy,18.376364,3351,Peak,Evening,Sunday Evening,Moderate
2011-05-01,2011,May,20:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,18.6345,121,Misty/Cloudy,18.376364,3351,Off-Peak,Evening,Sunday Evening,Moderate
2011-05-01,2011,May,21:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,18.6345,105,Misty/Cloudy,18.376364,3351,Off-Peak,Night,Sunday Night,Moderate
2011-05-01,2011,May,22:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,18.6345,100,Misty/Cloudy,18.376364,3351,Off-Peak,Night,Sunday Night,Moderate
2011-05-01,2011,May,23:00,No Holiday,Sunday,Non-Working Day,Clear/Partly Cloudy,18.6345,146,Misty/Cloudy,18.376364,3351,Off-Peak,Night,Sunday Night,Moderate
2011-05-02,2011,May,00:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,18.6345,177,Misty/Cloudy,21.846153,4401,Off-Peak,Night,Monday Night,Moderate
2011-05-02,2011,May,01:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,18.6345,114,Misty/Cloudy,21.846153,4401,Off-Peak,Night,Monday Night,Moderate
2011-05-02,2011,May,02:00,No Holiday,Monday,Working Day,Misty/Cloudy,18.0154,35,Misty/Cloudy,21.846153,4401,Off-Peak,Night,Monday Night,Moderate
2011-05-02,2011,May,03:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,18.0154,16,Misty/Cloudy,21.846153,4401,Off-Peak,Night,Monday Night,Moderate
2011-05-02,2011,May,04:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,18.0154,17,Misty/Cloudy,21.846153,4401,Off-Peak,Night,Monday Night,Moderate
2011-05-02,2011,May,05:00,No Holiday,Monday,Working Day,Misty/Cloudy,18.0154,20,Misty/Cloudy,21.846153,4401,Off-Peak,Morning,Monday Morning,Moderate
2011-05-02,2011,May,06:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,18.0154,62,Misty/Cloudy,21.846153,4401,Off-Peak,Morning,Monday Morning,Moderate
2011-05-02,2011,May,07:00,No Holiday,Monday,Working Day,Misty/Cloudy,18.6345,209,Misty/Cloudy,21.846153,4401,Peak,Morning,Monday Morning,Moderate
2011-05-02,2011,May,08:00,No Holiday,Monday,Working Day,Misty/Cloudy,19.2577,371,Misty/Cloudy,21.846153,4401,Peak,Morning,Monday Morning,Moderate
2011-05-02,2011,May,09:00,No Holiday,Monday,Working Day,Misty/Cloudy,19.8768,172,Misty/Cloudy,21.846153,4401,Peak,Morning,Monday Morning,Moderate
2011-05-02,2011,May,10:00,No Holiday,Monday,Working Day,Misty/Cloudy,21.1232,108,Misty/Cloudy,21.846153,4401,Off-Peak,Morning,Monday Morning,Moderate
2011-05-02,2011,May,11:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,22.3655,130,Misty/Cloudy,21.846153,4401,Off-Peak,Morning,Monday Morning,Moderate
2011-05-02,2011,May,12:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,24.850099999999998,187,Misty/Cloudy,21.846153,4401,Off-Peak,Afternoon,Monday Afternoon,Moderate
2011-05-02,2011,May,13:00,No Holiday,Monday,Working Day,Misty/Cloudy,24.850099999999998,170,Misty/Cloudy,21.846153,4401,Off-Peak,Afternoon,Monday Afternoon,Moderate
2011-05-02,2011,May,14:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,24.850099999999998,181,Misty/Cloudy,21.846153,4401,Off-Peak,Afternoon,Monday Afternoon,Moderate
2011-05-02,2011,May,15:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,25.4692,155,Misty/Cloudy,21.846153,4401,Off-Peak,Afternoon,Monday Afternoon,Hot
2011-05-02,2011,May,16:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,25.4692,269,Misty/Cloudy,21.846153,4401,Off-Peak,Afternoon,Monday Afternoon,Hot
